===============================================================================
Id,BTCUSD_Weekly,len,datetime,open,high,low,close,volume,openinterest,adjclose,BTC_Gtrends,len,datetime,open,high,low,close,volume,openinterest,BtcSentiment,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,BTCUSD_Weekly,BTC_Gtrends
17,BTCUSD_Weekly,9,2018-03-01 23:59:59.999989,10385.0,11704.1,9692.12,9965.57,49811209728.0,0.0,9965.570313,BTC_Gtrends,8,2018-02-25 23:59:59.999989,0.0,0.0,0.0,16.0,0.0,0.0,BtcSentiment,17,736754.9999999999,Broker,17,10000.0,10000.0,BuySell,17,,,BuySell,17,,,DataTrades,17,,
18,BTCUSD_Weekly,9,2018-03-01 23:59:59.999989,10385.0,11704.1,9692.12,9965.57,49811209728.0,0.0,9965.570313,BTC_Gtrends,9,2018-03-04 23:59:59.999989,0.0,0.0,0.0,16.0,0.0,0.0,BtcSentiment,18,736757.9999999999,Broker,18,10000.0,10000.0,BuySell,18,,,BuySell,18,,,DataTrades,18,,
19,BTCUSD_Weekly,10,2018-03-08 23:59:59.999989,9951.44,10147.4,8068.59,8269.81,46459740160.0,0.0,8269.80957,BTC_Gtrends,9,2018-03-04 23:59:59.999989,0.0,0.0,0.0,16.0,0.0,0.0,BtcSentiment,19,736761.9999999999,Broker,19,10000.0,10000.0,BuySell,19,,,BuySell,19,,,DataTrades,19,,
20,BTCUSD_Weekly,10,2018-03-08 23:59:59.999989,9951.44,10147.4,8068.59,8269.81,46459740160.0,0.0,8269.80957,BTC_Gtrends,10,2018-03-11 23:59:59.999989,0.0,0.0,0.0,17.0,0.0,0.0,BtcSentiment,20,736764.9999999999,Broker,20,10000.0,10000.0,BuySell,20,,,BuySell,20,,,DataTrades,20,,
21,BTCUSD_Weekly,11,2018-03-15 23:59:59.999989,8290.76,9177.37,7397.99,8929.28,42323179520.0,0.0,8929.280273,BTC_Gtrends,10,2018-03-11 23:59:59.999989,0.0,0.0,0.0,17.0,0.0,0.0,BtcSentiment,21,736768.9999999999,Broker,21,18270.0331,9340.7531,BuySell,21,,9315.03055,BuySell,21,,,DataTrades,21,,
22,BTCUSD_Weekly,11,2018-03-15 23:59:59.999989,8290.76,9177.37,7397.99,8929.28,42323179520.0,0.0,8929.280273,BTC_Gtrends,11,2018-03-18 23:59:59.999989,0.0,0.0,0.0,15.0,0.0,0.0,BtcSentiment,22,736771.9999999999,Broker,22,18270.0331,9340.7531,BuySell,22,,,BuySell,22,,,DataTrades,22,,
23,BTCUSD_Weekly,12,2018-03-22 23:59:59.999989,8939.44,9100.71,7797.28,7954.48,37953570304.0,0.0,7954.47998,BTC_Gtrends,11,2018-03-18 23:59:59.999989,0.0,0.0,0.0,15.0,0.0,0.0,BtcSentiment,23,736775.9999999999,Broker,23,9308.2445,9308.2445,BuySell,23,7680.3207999999995,,BuySell,23,,,DataTrades,23,-648.6800000000003,
24,BTCUSD_Weekly,12,2018-03-22 23:59:59.999989,8939.44,9100.71,7797.28,7954.48,37953570304.0,0.0,7954.47998,BTC_Gtrends,12,2018-03-25 23:59:59.999989,0.0,0.0,0.0,16.0,0.0,0.0,BtcSentiment,24,736778.9999999999,Broker,24,9308.2445,9308.2445,BuySell,24,,,BuySell,24,,,DataTrades,24,,
25,BTCUSD_Weekly,13,2018-03-29 23:59:59.999989,7979.07,7994.33,6526.87,6853.84,36505249792.0,0.0,6853.839844,BTC_Gtrends,12,2018-03-25 23:59:59.999989,0.0,0.0,0.0,16.0,0.0,0.0,BtcSentiment,25,736782.9999999999,Broker,25,9308.2445,9308.2445,BuySell,25,,,BuySell,25,,,DataTrades,25,,
26,BTCUSD_Weekly,13,2018-03-29 23:59:59.999989,7979.07,7994.33,6526.87,6853.84,36505249792.0,0.0,6853.839844,BTC_Gtrends,13,2018-04-01 23:59:59.999989,0.0,0.0,0.0,14.0,0.0,0.0,BtcSentiment,26,736785.9999999999,Broker,26,9308.2445,9308.2445,BuySell,26,,,BuySell,26,,,DataTrades,26,,
27,BTCUSD_Weekly,14,2018-04-05 23:59:59.999989,6848.65,7178.11,6575.0,6968.32,30843940096.0,0.0,6968.319824,BTC_Gtrends,13,2018-04-01 23:59:59.999989,0.0,0.0,0.0,14.0,0.0,0.0,BtcSentiment,27,736789.9999999999,Broker,27,9308.2445,9308.2445,BuySell,27,,,BuySell,27,,,DataTrades,27,,
28,BTCUSD_Weekly,14,2018-04-05 23:59:59.999989,6848.65,7178.11,6575.0,6968.32,30843940096.0,0.0,6968.319824,BTC_Gtrends,14,2018-04-08 23:59:59.999989,0.0,0.0,0.0,13.0,0.0,0.0,BtcSentiment,28,736792.9999999999,Broker,28,9308.2445,9308.2445,BuySell,28,,,BuySell,28,,,DataTrades,28,,
29,BTCUSD_Weekly,15,2018-04-12 23:59:59.999989,6955.38,8371.15,6806.51,8163.42,46168719872.0,0.0,8163.419922,BTC_Gtrends,14,2018-04-08 23:59:59.999989,0.0,0.0,0.0,13.0,0.0,0.0,BtcSentiment,29,736796.9999999999,Broker,29,9308.2445,9308.2445,BuySell,29,,,BuySell,29,,,DataTrades,29,,
30,BTCUSD_Weekly,15,2018-04-12 23:59:59.999989,6955.38,8371.15,6806.51,8163.42,46168719872.0,0.0,8163.419922,BTC_Gtrends,15,2018-04-15 23:59:59.999989,0.0,0.0,0.0,12.0,0.0,0.0,BtcSentiment,30,736799.9999999999,Broker,30,9308.2445,9308.2445,BuySell,30,,,BuySell,30,,,DataTrades,30,,
31,BTCUSD_Weekly,16,2018-04-19 23:59:59.999989,8159.27,9745.32,8138.78,8845.74,58366860800.0,0.0,8845.740234,BTC_Gtrends,15,2018-04-15 23:59:59.999989,0.0,0.0,0.0,12.0,0.0,0.0,BtcSentiment,31,736803.9999999999,Broker,31,17447.116325000003,8601.376325000003,BuySell,31,,9891.4998,BuySell,31,,,DataTrades,31,,
32,BTCUSD_Weekly,16,2018-04-19 23:59:59.999989,8159.27,9745.32,8138.78,8845.74,58366860800.0,0.0,8845.740234,BTC_Gtrends,16,2018-04-22 23:59:59.999989,0.0,0.0,0.0,13.0,0.0,0.0,BtcSentiment,32,736806.9999999999,Broker,32,17447.116325000003,8601.376325000003,BuySell,32,,,BuySell,32,,,DataTrades,32,,
33,BTCUSD_Weekly,17,2018-04-26 23:59:59.999989,8867.32,9531.49,8727.09,9235.92,57140429312.0,0.0,9235.919922,BTC_Gtrends,16,2018-04-22 23:59:59.999989,0.0,0.0,0.0,13.0,0.0,0.0,BtcSentiment,33,736810.9999999999,Broker,33,8557.628025000004,8557.628025000004,BuySell,33,8596.18365,,BuySell,33,,,DataTrades,33,-708.0499999999993,
34,BTCUSD_Weekly,17,2018-04-26 23:59:59.999989,8867.32,9531.49,8727.09,9235.92,57140429312.0,0.0,9235.919922,BTC_Gtrends,17,2018-04-29 23:59:59.999989,0.0,0.0,0.0,11.0,0.0,0.0,BtcSentiment,34,736813.9999999999,Broker,34,8557.628025000004,8557.628025000004,BuySell,34,,,BuySell,34,,,DataTrades,34,,
35,BTCUSD_Weekly,18,2018-05-03 23:59:59.999989,9233.97,9964.5,9031.62,9325.18,55336129536.0,0.0,9325.179688,BTC_Gtrends,17,2018-04-29 23:59:59.999989,0.0,0.0,0.0,11.0,0.0,0.0,BtcSentiment,35,736817.9999999999,Broker,35,17768.513100000004,8443.333100000003,BuySell,35,,10113.967499999999,BuySell,35,,,DataTrades,35,,
36,BTCUSD_Weekly,18,2018-05-03 23:59:59.999989,9233.97,9964.5,9031.62,9325.18,55336129536.0,0.0,9325.179688,BTC_Gtrends,18,2018-05-06 23:59:59.999989,0.0,0.0,0.0,11.0,0.0,0.0,BtcSentiment,36,736820.9999999999,Broker,36,17768.513100000004,8443.333100000003,BuySell,36,,,BuySell,36,,,DataTrades,36,,
37,BTCUSD_Weekly,19,2018-05-10 23:59:59.999989,9325.96,9396.04,8175.49,8368.83,48913059840.0,0.0,8368.830078,BTC_Gtrends,18,2018-05-06 23:59:59.999989,0.0,0.0,0.0,11.0,0.0,0.0,BtcSentiment,37,736824.9999999999,Broker,37,17768.513100000004,9399.683100000004,BuySell,37,,,BuySell,37,,,DataTrades,37,,
38,BTCUSD_Weekly,19,2018-05-10 23:59:59.999989,9325.96,9396.04,8175.49,8368.83,48913059840.0,0.0,8368.830078,BTC_Gtrends,19,2018-05-13 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,38,736827.9999999999,Broker,38,17768.513100000004,9399.683100000004,BuySell,38,,,BuySell,38,,,DataTrades,38,,
39,BTCUSD_Weekly,20,2018-05-17 23:59:59.999989,8370.05,8562.41,7507.88,7557.82,38313300480.0,0.0,7557.819824,BTC_Gtrends,19,2018-05-13 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,39,736831.9999999999,Broker,39,17768.513100000004,10210.693100000004,BuySell,39,,,BuySell,39,,,DataTrades,39,,
40,BTCUSD_Weekly,20,2018-05-17 23:59:59.999989,8370.05,8562.41,7507.88,7557.82,38313300480.0,0.0,7557.819824,BTC_Gtrends,20,2018-05-20 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,40,736834.9999999999,Broker,40,17768.513100000004,10210.693100000004,BuySell,40,,,BuySell,40,,,DataTrades,40,,
41,BTCUSD_Weekly,21,2018-05-24 23:59:59.999989,7561.12,7738.6,7090.68,7406.52,34650909952.0,0.0,7406.52002,BTC_Gtrends,20,2018-05-20 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,41,736838.9999999999,Broker,41,17768.513100000004,10361.993100000003,BuySell,41,,,BuySell,41,,,DataTrades,41,,
42,BTCUSD_Weekly,21,2018-05-24 23:59:59.999989,7561.12,7738.6,7090.68,7406.52,34650909952.0,0.0,7406.52002,BTC_Gtrends,21,2018-05-27 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,42,736841.9999999999,Broker,42,17768.513100000004,10361.993100000003,BuySell,42,,,BuySell,42,,,DataTrades,42,,
43,BTCUSD_Weekly,22,2018-05-31 23:59:59.999989,7406.15,7754.89,7361.13,7653.98,34486819840.0,0.0,7653.97998,BTC_Gtrends,21,2018-05-27 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,43,736845.9999999999,Broker,43,17768.513100000004,10114.533100000004,BuySell,43,,,BuySell,43,,,DataTrades,43,,
44,BTCUSD_Weekly,22,2018-05-31 23:59:59.999989,7406.15,7754.89,7361.13,7653.98,34486819840.0,0.0,7653.97998,BTC_Gtrends,22,2018-06-03 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,BtcSentiment,44,736848.9999999999,Broker,44,17768.513100000004,10114.533100000004,BuySell,44,,,BuySell,44,,,DataTrades,44,,
45,BTCUSD_Weekly,23,2018-06-07 23:59:59.999989,7650.82,7741.27,6285.63,6349.9,32815439616.0,0.0,6349.899902,BTC_Gtrends,22,2018-06-03 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,BtcSentiment,45,736852.9999999999,Broker,45,17768.513100000004,11418.613100000004,BuySell,45,,,BuySell,45,,,DataTrades,45,,
46,BTCUSD_Weekly,23,2018-06-07 23:59:59.999989,7650.82,7741.27,6285.63,6349.9,32815439616.0,0.0,6349.899902,BTC_Gtrends,23,2018-06-10 23:59:59.999989,0.0,0.0,0.0,12.0,0.0,0.0,BtcSentiment,46,736855.9999999999,Broker,46,17768.513100000004,11418.613100000004,BuySell,46,,,BuySell,46,,,DataTrades,46,,
47,BTCUSD_Weekly,24,2018-06-14 23:59:59.999989,6342.75,6822.5,6334.46,6776.55,27377159936.0,0.0,6776.549805,BTC_Gtrends,23,2018-06-10 23:59:59.999989,0.0,0.0,0.0,12.0,0.0,0.0,BtcSentiment,47,736859.9999999999,Broker,47,11409.906225000004,11409.906225000004,BuySell,47,6239.4430999999995,,BuySell,47,,,DataTrades,47,2891.2199999999993,
48,BTCUSD_Weekly,24,2018-06-14 23:59:59.999989,6342.75,6822.5,6334.46,6776.55,27377159936.0,0.0,6776.549805,BTC_Gtrends,24,2018-06-17 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,48,736862.9999999999,Broker,48,11409.906225000004,11409.906225000004,BuySell,48,,,BuySell,48,,,DataTrades,48,,
49,BTCUSD_Weekly,25,2018-06-21 23:59:59.999989,6780.09,6810.94,5826.41,6157.13,28684000000.0,0.0,6157.129883,BTC_Gtrends,24,2018-06-17 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,49,736866.9999999999,Broker,49,11409.906225000004,11409.906225000004,BuySell,49,,,BuySell,49,,,DataTrades,49,,
50,BTCUSD_Weekly,25,2018-06-21 23:59:59.999989,6780.09,6810.94,5826.41,6157.13,28684000000.0,0.0,6157.129883,BTC_Gtrends,25,2018-06-24 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,50,736869.9999999999,Broker,50,11409.906225000004,11409.906225000004,BuySell,50,,,BuySell,50,,,DataTrades,50,,
51,BTCUSD_Weekly,26,2018-06-28 23:59:59.999989,6153.16,6771.92,5835.75,6597.55,30012079872.0,0.0,6597.549805,BTC_Gtrends,25,2018-06-24 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,51,736873.9999999999,Broker,51,11409.906225000004,11409.906225000004,BuySell,51,,,BuySell,51,,,DataTrades,51,,
52,BTCUSD_Weekly,26,2018-06-28 23:59:59.999989,6153.16,6771.92,5835.75,6597.55,30012079872.0,0.0,6597.549805,BTC_Gtrends,26,2018-07-01 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,52,736876.9999999999,Broker,52,11409.906225000004,11409.906225000004,BuySell,52,,,BuySell,52,,,DataTrades,52,,
53,BTCUSD_Weekly,27,2018-07-05 23:59:59.999989,6599.71,6885.91,6320.72,6394.71,28075910144.0,0.0,6394.709961,BTC_Gtrends,26,2018-07-01 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,53,736880.9999999999,Broker,53,11409.906225000004,11409.906225000004,BuySell,53,,,BuySell,53,,,DataTrades,53,,
54,BTCUSD_Weekly,27,2018-07-05 23:59:59.999989,6599.71,6885.91,6320.72,6394.71,28075910144.0,0.0,6394.709961,BTC_Gtrends,27,2018-07-08 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,BtcSentiment,54,736883.9999999999,Broker,54,11409.906225000004,11409.906225000004,BuySell,54,,,BuySell,54,,,DataTrades,54,,
55,BTCUSD_Weekly,28,2018-07-12 23:59:59.999989,6396.78,7534.99,6136.42,7370.78,30575860480.0,0.0,7370.779785,BTC_Gtrends,27,2018-07-08 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,BtcSentiment,55,736887.9999999999,Broker,55,17790.694275000005,10419.914275000006,BuySell,55,,7648.014849999999,BuySell,55,,,DataTrades,55,,
56,BTCUSD_Weekly,28,2018-07-12 23:59:59.999989,6396.78,7534.99,6136.42,7370.78,30575860480.0,0.0,7370.779785,BTC_Gtrends,28,2018-07-15 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,56,736890.9999999999,Broker,56,17790.694275000005,10419.914275000006,BuySell,56,,,BuySell,56,,,DataTrades,56,,
57,BTCUSD_Weekly,29,2018-07-19 23:59:59.999989,7378.2,8424.27,7262.41,8181.39,35726139648.0,0.0,8181.390137,BTC_Gtrends,28,2018-07-15 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,57,736894.9999999999,Broker,57,10394.048775000005,10394.048775000005,BuySell,57,7153.473849999999,,BuySell,57,,,DataTrades,57,-981.4200000000001,
58,BTCUSD_Weekly,29,2018-07-19 23:59:59.999989,7378.2,8424.27,7262.41,8181.39,35726139648.0,0.0,8181.390137,BTC_Gtrends,29,2018-07-22 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,58,736897.9999999999,Broker,58,10394.048775000005,10394.048775000005,BuySell,58,,,BuySell,58,,,DataTrades,58,,
59,BTCUSD_Weekly,30,2018-07-26 23:59:59.999989,8176.85,8290.33,7504.95,7624.91,33827459952.0,0.0,7624.910156,BTC_Gtrends,29,2018-07-22 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,59,736901.9999999999,Broker,59,10394.048775000005,10394.048775000005,BuySell,59,,,BuySell,59,,,DataTrades,59,,
60,BTCUSD_Weekly,30,2018-07-26 23:59:59.999989,8176.85,8290.33,7504.95,7624.91,33827459952.0,0.0,7624.910156,BTC_Gtrends,30,2018-07-29 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,60,736904.9999999999,Broker,60,10394.048775000005,10394.048775000005,BuySell,60,,,BuySell,60,,,DataTrades,60,,
61,BTCUSD_Weekly,31,2018-08-02 23:59:59.999989,7634.19,7712.77,6226.22,6305.8,30461890000.0,0.0,6305.799805,BTC_Gtrends,30,2018-07-29 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,61,736908.9999999999,Broker,61,10394.048775000005,10394.048775000005,BuySell,61,,,BuySell,61,,,DataTrades,61,,
62,BTCUSD_Weekly,31,2018-08-02 23:59:59.999989,7634.19,7712.77,6226.22,6305.8,30461890000.0,0.0,6305.799805,BTC_Gtrends,31,2018-08-05 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,62,736911.9999999999,Broker,62,10394.048775000005,10394.048775000005,BuySell,62,,,BuySell,62,,,DataTrades,62,,
63,BTCUSD_Weekly,32,2018-08-09 23:59:59.999989,6305.56,6625.73,5971.05,6308.52,32789950000.0,0.0,6308.52002,BTC_Gtrends,31,2018-08-05 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,63,736915.9999999999,Broker,63,10394.048775000005,10394.048775000005,BuySell,63,,,BuySell,63,,,DataTrades,63,,
64,BTCUSD_Weekly,32,2018-08-09 23:59:59.999989,6305.56,6625.73,5971.05,6308.52,32789950000.0,0.0,6308.52002,BTC_Gtrends,32,2018-08-12 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,64,736918.9999999999,Broker,64,10394.048775000005,10394.048775000005,BuySell,64,,,BuySell,64,,,DataTrades,64,,
65,BTCUSD_Weekly,33,2018-08-16 23:59:59.999989,6294.23,6816.79,6276.41,6376.71,28327490000.0,0.0,6376.709961,BTC_Gtrends,32,2018-08-12 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,BtcSentiment,65,736922.9999999999,Broker,65,10394.048775000005,10394.048775000005,BuySell,65,,,BuySell,65,,,DataTrades,65,,
66,BTCUSD_Weekly,33,2018-08-16 23:59:59.999989,6294.23,6816.79,6276.41,6376.71,28327490000.0,0.0,6376.709961,BTC_Gtrends,33,2018-08-19 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,BtcSentiment,66,736925.9999999999,Broker,66,10394.048775000005,10394.048775000005,BuySell,66,,,BuySell,66,,,DataTrades,66,,
67,BTCUSD_Weekly,34,2018-08-23 23:59:59.999989,6371.34,7113.3,6371.34,7047.16,26956920000.0,0.0,7047.160156,BTC_Gtrends,33,2018-08-19 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,BtcSentiment,67,736929.9999999999,Broker,67,16749.46042500001,9702.300425000009,BuySell,67,,7219.9995,BuySell,67,,,DataTrades,67,,
68,BTCUSD_Weekly,34,2018-08-23 23:59:59.999989,6371.34,7113.3,6371.34,7047.16,26956920000.0,0.0,7047.160156,BTC_Gtrends,34,2018-08-26 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,BtcSentiment,68,736932.9999999999,Broker,68,16749.46042500001,9702.300425000009,BuySell,68,,,BuySell,68,,,DataTrades,68,,
69,BTCUSD_Weekly,35,2018-08-30 23:59:59.999989,7043.76,7388.43,6792.83,6792.83,31566350000.0,0.0,6792.830078,BTC_Gtrends,34,2018-08-26 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,BtcSentiment,69,736936.9999999999,Broker,69,16749.46042500001,9956.630425000008,BuySell,69,,,BuySell,69,,,DataTrades,69,,
70,BTCUSD_Weekly,35,2018-08-30 23:59:59.999989,7043.76,7388.43,6792.83,6792.83,31566350000.0,0.0,6792.830078,BTC_Gtrends,35,2018-09-02 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,70,736939.9999999999,Broker,70,16749.46042500001,9956.630425000008,BuySell,70,,,BuySell,70,,,DataTrades,70,,
71,BTCUSD_Weekly,36,2018-09-06 23:59:59.999989,6755.14,6755.14,6197.52,6351.8,28923340000.0,0.0,6351.799805,BTC_Gtrends,35,2018-09-02 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,BtcSentiment,71,736943.9999999999,Broker,71,9977.43257500001,9977.43257500001,BuySell,71,6104.5572,,BuySell,71,,,DataTrades,71,-383.8000000000002,
72,BTCUSD_Weekly,36,2018-09-06 23:59:59.999989,6755.14,6755.14,6197.52,6351.8,28923340000.0,0.0,6351.799805,BTC_Gtrends,36,2018-09-09 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,BtcSentiment,72,736946.9999999999,Broker,72,9977.43257500001,9977.43257500001,BuySell,72,,,BuySell,72,,,DataTrades,72,,
